,StartDate,EndDate,Progress,duration_in_seconds,Finished,RecordedDate,ResponseId,survey_language,Q_consent,Q_age_real,Q_citizenship,Q_gender,Q_lang_english,Q_lang_french,Q_lang_aboriginal,Q_lang_arabic,Q_lang_chinese,Q_lang_filipino,Q_lang_german,Q_lang_indian,Q_lang_italian,Q_lang_korean,Q_lang_pakistani,Q_lang_persian,Q_lang_russian,Q_lang_spanish,Q_lang_tamil,Q_lang_vietnamese,Q_lang_other,Q_lang_dk_pna,Q_lang_aboriginal_TEXT,Q_lang_other_TEXT,Q_liveqc,Q_postalcode,Q_education,Q_employed,Q_employed_other_TEXT,Q_household,Q_income,Q_endsmeet,Q_bornca,Q_borncountry,Q_identity,Q_identity_other_TEXT,Q_id_can_happy,Q_id_can_attached,Q_id_can_understand,Q_id_can_pride,Q_id_frcan_happy,Q_id_frcan_attached,Q_id_frcan_understand,Q_id_frcan_pride,Q_id_qc_happy,Q_id_qc_attached,Q_id_qc_understand,Q_id_qc_pride,Q_id_other_happy,Q_id_other_attached,Q_id_other_understand,Q_id_other_pride,Q_attcheck1_response,Q_group_rewards,Q_indiv_express,Q_group_harmony,Q_indiv_rightswrong,Q_group_teamwork,Q_qc_roc_diff_lifestyle,Q_qc_roc_diff_thinking,Q_qc_roc_diff_values,Q_qc_roc_diff_culture,Q_qc_roc_diff_religion,Q_qc_roc_diff_politics,Q_trust_fedgov,Q_trust_qcgov,Q_trust_pubservants,Q_trust_mainmedia,Q_trust_altmedia,Q_trust_socmedia,Q_trust_courts,Q_trust_business,Q_trust_unions,Q_fed_reform_possibl,Q_qc_right_separate,Q_qc_resources_sover,Q_sovereignty_feasib,Q_gov_level_important,Q_gov_level_closest,Q_gov_level_national,Q_future_independent,Q_future_sovereign_assoc,Q_future_special_status,Q_future_province,Q_imm_toomuch_qc,Q_imm_levels_qc,Q_mostissue,Q_sovvote_qc,Q_issueown_qc_economy,Q_issueown_qc_healthcare,Q_issueown_qc_education,Q_issueown_qc_environment,Q_issueown_qc_interests,Q_issueown_qc_identity,Q_issueown_qc_immigration,Q_econqc_prosp,Q_econqc_persp,Q_frthreat_qc,Q_econqc_indy_persp,Q_frqc_persp,Q_frqc_indy_persp,Q_secular_symbols,Q_secular_separation,Q_secular_prayerban,Q_secular_schoolfunding,Q_culture_library,Q_culture_museum,Q_culture_shows,Q_culture_qcmusic,Q_culture_qcshow,Q_culture_qcmovie,Q_culture_qcbook,Q_culture_qcfood,Q_culture_threat_qc,Q_risk,Q_ft_liberal,Q_ft_pq,Q_ft_caq,Q_ft_qs,Q_ft_pcq,Q_blame,Q_jobs,Q_gap,Q_donew,Q_therm_feminists,Q_therm_gayslesbians,Q_therm_trans,Q_attcheck2_selected_yes,Q_attcheck2_selected_no,Q_provvote_2022,Q_provvote_2022_other_TEXT,Q_fedvote_2025,Q_fedvote_2025_other_TEXT,Q_provvote,Q_provvote_other_TEXT,Q_fedvote,Q_fedvote_other_TEXT,Q_qccan_att_enviro_powers,Q_qccan_att_racism_qc,Q_qccan_att_lang_secular,Q_qccan_att_colonial_shame,Q_qccan_att_better_in_canada,Q_qccan_att_french_fear,Q_qccan_att_pq_postpone,Q_qccan_att_gov_ineffective,Q_qccan_att_culture_sovereign,Q_qccan_att_immi_powers,Q_scc_strike_qc_laws,Q_trust_debate_group,current_date,lang_survey,Q_TotalDuration,pid,mother_tongue,district_code,complete_postal_code,region,district_name,rmr3,Q_education_cat,duration_in_minutes,passed_attention,weight_general,Scores_3Estimateurs,Scores_GD,Phinney_1,Phinney_2,Phinney_3,Phinney_4,Scores_Phinney,Scores_Triandis125,Scores_Differences,Scores_woke
1680,2025-09-05 15:29:34,2025-09-05 15:49:22,100.0,1188.0,1.0,2025-09-05 15:49:23,R_3r9cb6DmUkVs5qj,1.0,1.0,18.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,G1G4X6,6.0,5.0,,6.0,6.0,1.0,1.0,,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,1.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0,4.0,8.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,7.0,2.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,4.0,7.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,53.0,40.0,78.0,52.0,88.0,5.0,3.0,4.0,3.0,80.0,29.0,73.0,1.0,1.0,5.0,,3.0,,5.0,,3.0,,7.0,5.0,5.0,8.0,3.0,3.0,3.0,6.0,8.0,5.0,1.0,4.0,20250905.0,1.0,1188.0,917b8794-5688-f011-b3cd-0022486d9fd1,1.0,24019.0,0.0,Quebec Region,Charlesbourg—Haute-Saint-Charles,2.0,2.0,19.8,1.0,0.7432533502578735,0.40633304018374455,-0.4556954088837523,2.0,2.0,2.0,2.0,-0.3559817593858441,0.7655607624610095,0.16676522351939102,0.7002223362568029
1681,2025-09-01 10:17:37,2025-09-01 10:46:59,100.0,1761.0,1.0,2025-09-01 10:46:59,R_3pnyXXj6r4HIGao,1.0,1.0,57.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J6S1L5,5.0,1.0,,3.0,4.0,5.0,1.0,,1.0,,,,,,,,,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,3.0,3.0,,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,7.0,1.0,6.0,4.0,1.0,7.0,3.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,9.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,33.0,34.0,27.0,30.0,30.0,2.0,3.0,1.0,1.0,68.0,77.0,70.0,1.0,1.0,7.0,,8.0,,7.0,,8.0,,10.0,4.0,5.0,6.0,4.0,1.0,2.0,10.0,8.0,10.0,2.0,6.0,20250901.0,1.0,1761.0,91801380-e884-f011-b3cd-0022486d9fd1,1.0,24071.0,0.0,Montérégie,Salaberry—Suroît,1.0,1.0,29.35,1.0,1.2790461778640747,-0.3084976007419388,0.41704249046068537,3.0,1.0,1.0,1.0,0.17896505025725334,-1.674875882428583,-0.6539471695446906,0.1537210951048886
1682,2025-09-04 16:29:28,2025-09-04 16:42:22,100.0,773.0,1.0,2025-09-04 16:42:22,R_3M9UkDuIoL4Tnnl,1.0,1.0,61.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,G2E1X3,7.0,2.0,,3.0,9.0,2.0,1.0,,2.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,6.0,1.0,1.0,8.0,9.0,1.0,6.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,7.0,7.0,7.0,6.0,7.0,1.0,7.0,2.0,2.0,2.0,3.0,3.0,3.0,10.0,10.0,9.0,,4.0,4.0,2.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,50.0,55.0,0.0,0.0,2.0,2.0,6.0,3.0,17.0,31.0,18.0,1.0,1.0,2.0,,2.0,,8.0,,2.0,,3.0,1.0,8.0,1.0,8.0,8.0,9.0,6.0,1.0,,2.0,2.0,20250904.0,1.0,773.0,91818794-5688-f011-b3cd-0022486d9fd1,1.0,24045.0,0.0,Quebec Region,Louis-Saint-Laurent,2.0,2.0,12.883333333333333,1.0,0.6749404668807983,-0.3329986732216595,-2.2811657469061726,1.0,2.0,2.0,1.0,0.220440903346491,-0.4577998687981935,0.793717072988495,-1.3037132205661988
1683,2025-09-07 12:16:51,2025-09-07 13:01:42,100.0,2691.0,1.0,2025-09-07 13:01:43,R_3sno9mMlf2s3qxG,1.0,1.0,43.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,J4J1G3,7.0,1.0,,1.0,3.0,3.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,6.0,2.0,2.0,3.0,6.0,7.0,7.0,7.0,1.0,7.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,8.0,7.0,7.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,40.0,80.0,25.0,60.0,10.0,4.0,3.0,2.0,2.0,90.0,92.0,90.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,4.0,5.0,,,5.0,8.0,6.0,2.0,6.0,4.0,2.0,2.0,20250907.0,1.0,2691.0,91851380-e884-f011-b3cd-0022486d9fd1,1.0,24043.0,0.0,Montérégie,Longueuil—Saint-Hubert,1.0,2.0,44.85,1.0,0.7179500460624695,-1.2719864742111122,0.2929128836695115,1.0,1.0,1.0,2.0,0.5030479744204912,0.362691432319759,-1.4449163660338693,
1684,2025-08-29 09:42:01,2025-08-29 10:05:12,100.0,1390.0,1.0,2025-08-29 10:05:13,R_7DYIUfJKf8XYIRt,1.0,1.0,63.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,J4V3A3,5.0,2.0,,3.0,3.0,3.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,3.0,3.0,6.0,5.0,2.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,10.0,7.0,10.0,10.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,8.0,100.0,76.0,5.0,78.0,3.0,4.0,1.0,3.0,38.0,66.0,72.0,1.0,1.0,1.0,,1.0,,1.0,,3.0,,8.0,6.0,10.0,1.0,3.0,10.0,3.0,8.0,10.0,10.0,2.0,2.0,20250829.0,1.0,1390.0,91881380-e884-f011-b3cd-0022486d9fd1,1.0,24041.0,0.0,Montérégie,Longueuil—Charles-LeMoyne,1.0,1.0,23.166666666666668,1.0,1.1575219631195068,0.1643177918653208,0.2044304592857218,1.0,1.0,1.0,1.0,0.7793021081876353,-0.0674997739145702,0.6054152966324416,-0.3919010926531802
1685,2025-09-02 21:37:19,2025-09-02 21:59:20,100.0,1320.0,1.0,2025-09-02 21:59:21,R_3hu6HMXKf6pZq4D,1.0,1.0,46.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J2K1A4,9.0,1.0,,4.0,7.0,2.0,1.0,,1.0,,,,,,,,,,1.0,2.0,2.0,2.0,,,,,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,10.0,3.0,8.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,5.0,10.0,9.0,10.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,58.0,99.0,73.0,9.0,15.0,4.0,5.0,1.0,2.0,84.0,37.0,6.0,1.0,1.0,1.0,,2.0,,1.0,,2.0,,10.0,1.0,10.0,1.0,1.0,10.0,10.0,7.0,10.0,10.0,2.0,2.0,20250902.0,1.0,1320.0,918b8794-5688-f011-b3cd-0022486d9fd1,1.0,24016.0,0.0,Eastern Townships,Brome—Missisquoi,3.0,3.0,22.0,1.0,1.1654388904571533,1.651910262803456,1.1755059246205648,1.0,2.0,2.0,2.0,-0.05581323042065315,0.35012219706213166,-0.21529709643164005,-1.3037132205661988
1686,2025-09-03 07:54:38,2025-09-03 08:08:58,100.0,860.0,1.0,2025-09-03 08:08:59,R_75EnzsXrNtVrAsw,1.0,1.0,69.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,H1E2W7,5.0,2.0,,3.0,3.0,2.0,1.0,,3.0,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,10.0,10.0,10.0,10.0,3.0,3.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,72.0,20.0,8.0,10.0,59.0,2.0,1.0,1.0,1.0,8.0,30.0,27.0,1.0,1.0,3.0,,3.0,,3.0,,3.0,,7.0,3.0,9.0,7.0,10.0,3.0,10.0,5.0,1.0,10.0,1.0,4.0,20250903.0,1.0,860.0,91f20897-5688-f011-b3cd-0022486d9fd1,1.0,24029.0,0.0,Montreal Est,Honoré-Mercier,1.0,1.0,14.333333333333334,1.0,1.0489732027053833,0.17324683599264795,-0.1393757239974507,1.0,1.0,2.0,2.0,0.22748341122018476,-0.8543845813106304,-0.3829593145417262,0.1534280773069401
1687,2025-09-02 19:12:11,2025-09-02 19:21:39,100.0,567.0,1.0,2025-09-02 19:21:39,R_3AHYzzkvkrlKnpD,1.0,1.0,49.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,H7M,9.0,1.0,,1.0,5.0,3.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,7.0,3.0,6.0,6.0,1.0,2.0,6.0,6.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,2.0,2.0,95.0,7.0,22.0,23.0,6.0,3.0,2.0,3.0,3.0,50.0,82.0,30.0,1.0,1.0,3.0,,2.0,,3.0,,2.0,,4.0,7.0,7.0,3.0,10.0,3.0,10.0,3.0,1.0,5.0,2.0,1.0,20250902.0,1.0,567.0,91f70897-5688-f011-b3cd-0022486d9fd1,1.0,24065.0,0.0,Laval,Marc-Aurèle-Fortin,1.0,3.0,9.45,1.0,0.9265112280845642,-1.3054165908181599,-1.0043374081582488,1.0,1.0,1.0,1.0,0.7793021081876353,0.362691432319759,0.22335297668141055,0.15460014849873407
1688,2025-09-03 14:43:58,2025-09-03 15:06:31,100.0,1353.0,1.0,2025-09-03 15:06:32,R_6v0KZ5PmxNJm76d,1.0,1.0,45.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J6R2G7,7.0,1.0,,3.0,6.0,3.0,1.0,,2.0,,2.0,4.0,1.0,4.0,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,5.0,7.0,8.0,2.0,2.0,8.0,5.0,5.0,6.0,4.0,6.0,6.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,6.0,4.0,2.0,2.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,3.0,3.0,1.0,3.0,3.0,3.0,9.0,9.0,3.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,60.0,2.0,50.0,10.0,49.0,2.0,6.0,2.0,3.0,51.0,50.0,49.0,1.0,1.0,3.0,,2.0,,3.0,,2.0,,8.0,,5.0,7.0,10.0,5.0,10.0,5.0,1.0,8.0,2.0,2.0,20250903.0,1.0,1353.0,92066a82-e884-f011-b3cd-0022486d9fd1,1.0,24021.0,0.0,Montérégie,Châteauguay—Lacolle,1.0,2.0,22.55,1.0,0.7933251261711121,-1.5785758958413707,0.13636998798176816,2.0,4.0,1.0,4.0,-1.1995187470015014,-1.2720065522873323,0.6645631770455988,
1689,2025-09-01 17:08:48,2025-09-01 17:28:10,100.0,1162.0,1.0,2025-09-01 17:28:11,R_3CXR0qpOMdR38IN,2.0,1.0,74.0,1.0,1.0,English,French,,,,,,,,,,,,,,,,,,,1.0,H7R5J1,5.0,2.0,,1.0,2.0,3.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,3.0,4.0,2.0,1.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,8.0,3.0,7.0,8.0,,7.0,5.0,6.0,6.0,3.0,5.0,5.0,6.0,1.0,1.0,1.0,,3.0,4.0,1.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,84.0,13.0,14.0,18.0,20.0,6.0,3.0,2.0,1.0,73.0,83.0,80.0,1.0,1.0,3.0,,2.0,,3.0,,2.0,,2.0,9.0,1.0,8.0,9.0,7.0,9.0,6.0,1.0,1.0,1.0,6.0,20250901.0,2.0,1162.0,920d6a82-e884-f011-b3cd-0022486d9fd1,2.0,24040.0,0.0,Laval,Laval—Les Îles,1.0,1.0,19.366666666666667,1.0,0.4853097200393677,-1.5630038674889772,1.284083101044459,1.0,1.0,1.0,1.0,0.7793021081876353,0.3564068146909452,1.7683393887138747,1.4296720385872177
1690,2025-09-03 19:53:10,2025-09-03 20:03:25,100.0,614.0,1.0,2025-09-03 20:03:26,R_1S2dIunyOiFFSPH,1.0,1.0,20.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,G7H4K5,7.0,5.0,,6.0,4.0,4.0,1.0,,1.0,,,,,,,,,,1.0,2.0,1.0,2.0,,,,,1.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,5.0,7.0,7.0,4.0,2.0,3.0,5.0,5.0,2.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,7.0,3.0,7.0,7.0,7.0,4.0,4.0,1.0,3.0,3.0,1.0,10.0,10.0,3.0,6.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,,,,,,2.0,3.0,6.0,2.0,80.0,80.0,80.0,1.0,1.0,7.0,,2.0,,8.0,,2.0,,,6.0,,1.0,10.0,,10.0,10.0,0.0,,2.0,6.0,20250903.0,1.0,614.0,920f2f97-5688-f011-b3cd-0022486d9fd1,1.0,24022.0,0.0,"Nord-du-Québec, Côte-Nord & Saguenay",Chicoutimi—Le Fjord,3.0,2.0,10.233333333333333,1.0,1.009974479675293,-0.839244182435967,-1.6083941408405027,1.0,2.0,1.0,2.0,0.21975133277965325,0.774028785667647,-0.7977465151439895,-0.3919010926531802
1691,2025-09-03 06:24:37,2025-09-03 06:42:50,100.0,1093.0,1.0,2025-09-03 06:42:51,R_1fEe5fONU7czpsL,1.0,1.0,63.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,G8B5V3,7.0,2.0,,3.0,3.0,3.0,1.0,,1.0,,,,,,,,,,1.0,2.0,2.0,2.0,,,,,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,6.0,5.0,6.0,3.0,5.0,4.0,8.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,10.0,7.0,4.0,4.0,4.0,3.0,1.0,,3.0,2.0,1.0,2.0,2.0,35.0,67.0,58.0,8.0,6.0,4.0,1.0,1.0,1.0,39.0,35.0,35.0,1.0,1.0,2.0,,2.0,,1.0,,2.0,,4.0,7.0,5.0,6.0,5.0,1.0,5.0,8.0,5.0,5.0,3.0,6.0,20250903.0,1.0,1093.0,92112f97-5688-f011-b3cd-0022486d9fd1,1.0,24035.0,0.0,"Nord-du-Québec, Côte-Nord & Saguenay",Lac-Saint-Jean,3.0,2.0,18.216666666666665,1.0,0.8300075531005859,0.6794923452069553,0.4572319945408947,1.0,2.0,2.0,2.0,-0.05581323042065315,-0.06121515628575656,6.460591869517638e-05,0.7008083718526997
1692,2025-09-01 20:27:46,2025-09-01 20:44:59,100.0,1032.0,1.0,2025-09-01 20:45:00,R_1D7QDp1QcAAmVNb,1.0,1.0,24.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J0B2H0,11.0,1.0,,6.0,2.0,1.0,1.0,,2.0,,2.0,3.0,3.0,3.0,,,,,,,,,,,,,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,,,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,,,,,,6.0,6.0,6.0,6.0,,,,1.0,1.0,7.0,,8.0,,7.0,,8.0,,,,,,,,,,,,3.0,6.0,20250901.0,1.0,1032.0,92771380-e884-f011-b3cd-0022486d9fd1,1.0,24061.0,0.0,Eastern Townships,Richmond—Arthabaska,3.0,3.0,17.2,1.0,1.3033676147460938,0.17324683599264795,-1.1588013774230161,2.0,3.0,3.0,3.0,-1.1910970979941327,0.7592761448321959,3.473560712375048,
1693,2025-09-12 07:45:41,2025-09-12 08:04:05,100.0,1103.0,1.0,2025-09-12 08:04:05,R_5ND1oEqOjgh8xYw,1.0,1.0,62.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J0H2C0,9.0,2.0,,3.0,5.0,2.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,9.0,5.0,10.0,0.0,0.0,9.0,8.0,0.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,10.0,10.0,10.0,10.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,100.0,80.0,0.0,50.0,1.0,1.0,4.0,3.0,50.0,50.0,0.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,10.0,0.0,10.0,0.0,0.0,10.0,5.0,0.0,10.0,10.0,2.0,2.0,20250912.0,1.0,1103.0,928f8794-5688-f011-b3cd-0022486d9fd1,1.0,24025.0,0.0,Centre-du-Quebec & Mauricie,Drummond,3.0,3.0,18.383333333333333,1.0,1.0711209774017334,1.651910262803456,-2.2053290604185793,1.0,1.0,1.0,2.0,0.5030479744204912,-1.674875882428583,-0.5728596176395269,-1.6681450539334577
1694,2025-09-03 08:03:22,2025-09-03 08:33:22,100.0,1799.0,1.0,2025-09-03 08:33:23,R_7F4Luyu9zCYLde1,1.0,1.0,49.0,1.0,1.0,,French,,,,,,,,,,,,,,,,,,,1.0,J2S4L4,7.0,9.0,INAPTE,1.0,2.0,2.0,1.0,,2.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,7.0,7.0,1.0,4.0,7.0,7.0,5.0,3.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,81.0,0.0,0.0,50.0,0.0,4.0,4.0,1.0,1.0,77.0,77.0,77.0,1.0,1.0,2.0,,2.0,,3.0,,2.0,,2.0,10.0,0.0,7.0,10.0,0.0,10.0,3.0,0.0,0.0,1.0,2.0,20250903.0,1.0,1799.0,92928794-5688-f011-b3cd-0022486d9fd1,1.0,24066.0,0.0,Montérégie,Saint-Hyacinthe—Bagot,3.0,2.0,29.983333333333334,1.0,0.9030941128730774,-1.0723303866270637,1.2918593162280991,1.0,2.0,1.0,2.0,0.21975133277965325,0.7887814265030986,-0.21529709643164005,1.4299650563851662
1695,2025-09-12 08:45:46,2025-09-12 08:59:10,100.0,804.0,1.0,2025-09-12 08:59:11,R_5otkd3xaSuWICB4,1.0,1.0,64.0,1.0,2.0,,French,,,,,,,,,,,,,,,,,,,1.0,J0J2K0,9.0,1.0,,3.0,6.0,2.0,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,1.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,6.0,4.0,0.0,3.0,5.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,6.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,5.0,10.0,10.0,10.0,4.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,30.0,51.0,37.0,73.0,0.0,4.0,2.0,1.0,3.0,48.0,49.0,48.0,1.0,1.0,4.0,,2.0,,4.0,,2.0,,6.0,,8.0,4.0,10.0,4.0,10.0,5.0,7.0,6.0,3.0,2.0,20250912.0,1.0,804.0,92938794-5688-f011-b3cd-0022486d9fd1,1.0,24016.0,0.0,Eastern Townships,Brome—Missisquoi,3.0,3.0,13.4,1.0,1.0711209774017334,0.13317373516053366,-0.0536838959032417,1.0,1.0,1.0,2.0,0.5030479744204912,0.7529915272033821,-1.0115096907525778,
