TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID,DATETEXTE,x,y
1,Accident avec blessés,12/17/2024 5:00:00 AM,2024,831,2024-12-17,-8019952.4566,5675508.3399
1,Accident avec blessés,11/21/2024 5:00:00 AM,2024,832,2024-11-21,-8004277.3062,5686512.6121
1,Accident avec blessés,12/26/2024 5:00:00 AM,2024,833,2024-12-26,-8001365.3048,5686258.0982
1,Accident avec blessés,11/15/2024 5:00:00 AM,2024,834,2024-11-15,-8006861.1147,5682653.4277
1,Accident avec blessés,1/25/2022 5:00:00 AM,2022,835,2022-01-25,-8001532.5592,5686110.045
1,Accident avec blessés,9/17/2022 4:00:00 AM,2022,836,2022-09-17,-8004474.6497,5683088.3146
1,Accident avec blessés,9/17/2022 4:00:00 AM,2022,837,2022-09-17,-8004624.5789,5684526.0903
1,Accident avec blessés,12/24/2024 5:00:00 AM,2024,838,2024-12-24,-8000809.1988,5684787.0577
1,Accident avec blessés,1/8/2022 5:00:00 AM,2022,839,2022-01-08,-8013890.1943,5680011.3061
1,Accident avec blessés,1/9/2022 5:00:00 AM,2022,840,2022-01-09,-8012269.2374,5692052.1394
1,Accident avec blessés,1/8/2022 5:00:00 AM,2022,841,2022-01-08,-8009193.2398,5683482.0291
1,Accident avec blessés,4/2/2024 4:00:00 AM,2024,842,2024-04-02,-8009643.8886,5684747.6267
1,Accident avec blessés,2/21/2023 5:00:00 AM,2023,843,2023-02-21,-8003602.9893,5682327.1413
1,Accident avec blessés,1/26/2023 5:00:00 AM,2023,844,2023-01-26,-8017982.7939,5676813.6467
1,Accident avec blessés,4/10/2023 4:00:00 AM,2023,845,2023-04-10,-8002212.0067,5683138.9171
1,Accident avec blessés,1/1/2023 5:00:00 AM,2023,846,2023-01-01,-8020227.3373,5675253.4255
1,Accident avec blessés,6/9/2023 4:00:00 AM,2023,847,2023-06-09,-8003448.4601,5683841.631
1,Accident avec blessés,5/20/2022 4:00:00 AM,2022,848,2022-05-20,-7998437.8602,5683260.6148
1,Accident avec blessés,6/19/2022 4:00:00 AM,2022,849,2022-06-19,-8004551.1094,5684531.2057
1,Accident avec blessés,3/26/2023 4:00:00 AM,2023,850,2023-03-26,-8011243.3907,5699850.0709
1,Accident avec blessés,10/28/2022 4:00:00 AM,2022,851,2022-10-28,-7999543.7317,5686215.0686
1,Accident avec blessés,3/1/2024 5:00:00 AM,2024,852,2024-03-01,-8001974.5153,5685234.4778
1,Accident avec blessés,6/26/2022 4:00:00 AM,2022,853,2022-06-26,-8000583.0331,5684890.9411
1,Accident avec blessés,9/27/2024 4:00:00 AM,2024,854,2024-09-27,-8002211.905,5685345.9839
1,Accident avec blessés,8/24/2022 4:00:00 AM,2022,855,2022-08-24,-7998330.0768,5675535.108
1,Accident avec blessés,7/10/2024 4:00:00 AM,2024,856,2024-07-10,-8012446.6261,5681181.4881
1,Accident avec blessés,10/24/2024 4:00:00 AM,2024,857,2024-10-24,-7998501.9734,5687535.9979
1,Accident avec blessés,6/27/2022 4:00:00 AM,2022,858,2022-06-27,-8010554.5724,5683302.0856
1,Accident avec blessés,3/24/2022 4:00:00 AM,2022,859,2022-03-24,-8010604.0922,5688172.7194
1,Accident avec blessés,1/19/2024 5:00:00 AM,2024,860,2024-01-19,-8009960.3811,5683586.4741
1,Accident avec blessés,10/29/2024 4:00:00 AM,2024,861,2024-10-29,-8004277.3062,5686512.6121
1,Accident avec blessés,5/27/2023 4:00:00 AM,2023,862,2023-05-27,-8002340.9415,5685255.7238
1,Accident avec blessés,1/4/2022 5:00:00 AM,2022,863,2022-01-04,-8007520.2398,5684440.3314
1,Accident avec blessés,4/16/2022 4:00:00 AM,2022,864,2022-04-16,-8013627.8257,5680193.7686
1,Accident avec blessés,4/18/2022 4:00:00 AM,2022,865,2022-04-18,-8002133.9038,5685191.4187
1,Accident avec blessés,11/17/2022 5:00:00 AM,2022,866,2022-11-17,-8018458.097,5683832.2296
1,Accident avec blessés,4/5/2024 4:00:00 AM,2024,867,2024-04-05,-8000522.6817,5687618.7535
1,Accident avec blessés,12/10/2022 5:00:00 AM,2022,868,2022-12-10,-8010151.9961,5685351.3981
1,Accident avec blessés,1/26/2023 5:00:00 AM,2023,869,2023-01-26,-8006841.9483,5696621.9101
1,Accident avec blessés,5/27/2022 4:00:00 AM,2022,870,2022-05-27,-8000885.8962,5692076.0058
1,Accident avec blessés,2/7/2022 5:00:00 AM,2022,871,2022-02-07,-8004941.6416,5682958.2781
1,Accident avec blessés,3/7/2024 5:00:00 AM,2024,872,2024-03-07,-8003676.1173,5684838.3143
1,Accident avec blessés,5/27/2022 4:00:00 AM,2022,873,2022-05-27,-8005342.1242,5686180.884
1,Accident avec blessés,12/29/2024 5:00:00 AM,2024,874,2024-12-29,-8026375.095,5669634.5729
1,Accident avec blessés,4/4/2024 4:00:00 AM,2024,875,2024-04-04,-8008456.501,5692412.3898
1,Accident avec blessés,1/25/2023 5:00:00 AM,2023,876,2023-01-25,-8003448.4601,5683841.631
1,Accident avec blessés,4/26/2024 4:00:00 AM,2024,877,2024-04-26,-8019576.6413,5679977.0483
1,Accident avec blessés,7/10/2023 4:00:00 AM,2023,878,2023-07-10,-8000603.1038,5685989.2019
1,Accident avec blessés,6/16/2024 4:00:00 AM,2024,879,2024-06-16,-8004774.9959,5687910.4133
1,Accident avec blessés,2/13/2022 5:00:00 AM,2022,880,2022-02-13,-8003150.8863,5680185.5444
1,Accident avec blessés,12/6/2023 5:00:00 AM,2023,881,2023-12-06,-8000866.1598,5687324.6072
1,Accident avec blessés,5/30/2023 4:00:00 AM,2023,882,2023-05-30,-8006912.3987,5682655.0547
1,Accident avec blessés,7/4/2022 4:00:00 AM,2022,883,2022-07-04,-8000746.4919,5686560.3593
1,Accident avec blessés,5/30/2022 4:00:00 AM,2022,884,2022-05-30,-8006702.2279,5685324.9777
1,Accident avec blessés,6/19/2022 4:00:00 AM,2022,885,2022-06-19,-8005212.6733,5686178.8842
1,Accident avec blessés,10/14/2024 4:00:00 AM,2024,886,2024-10-14,-8000485.0778,5685989.792
1,Accident avec blessés,12/6/2023 5:00:00 AM,2023,887,2023-12-06,-8000490.2887,5686380.667
1,Accident avec blessés,6/8/2023 4:00:00 AM,2023,888,2023-06-08,-8001050.7023,5685299.5332
1,Accident avec blessés,2/17/2022 5:00:00 AM,2022,889,2022-02-17,-8013541.908,5680295.5974
1,Accident avec blessés,5/15/2022 4:00:00 AM,2022,890,2022-05-15,-8013905.3308,5676730.3907
1,Accident avec blessés,4/5/2023 4:00:00 AM,2023,891,2023-04-05,-8000821.8008,5685302.0279
1,Accident avec blessés,12/30/2024 5:00:00 AM,2024,892,2024-12-30,-8004894.7739,5682958.886
1,Accident avec blessés,12/13/2022 5:00:00 AM,2022,893,2022-12-13,-8004033.831,5686103.9684
1,Accident avec blessés,6/2/2022 4:00:00 AM,2022,894,2022-06-02,-8004541.3834,5685278.9536
1,Accident avec blessés,1/22/2022 5:00:00 AM,2022,895,2022-01-22,-7998576.9886,5685674.0377
1,Accident avec blessés,1/23/2022 5:00:00 AM,2022,896,2022-01-23,-8007407.7806,5685338.088
1,Accident avec blessés,1/24/2022 5:00:00 AM,2022,897,2022-01-24,-8003179.069,5681324.4445
1,Accident avec blessés,7/1/2024 4:00:00 AM,2024,898,2024-07-01,-8003165.3497,5685388.5816
1,Accident avec blessés,11/13/2024 5:00:00 AM,2024,899,2024-11-13,-8003428.4411,5685800.6253
1,Accident avec blessés,6/27/2022 4:00:00 AM,2022,900,2022-06-27,-7997691.0529,5685760.2777
1,Accident avec blessés,5/11/2023 4:00:00 AM,2023,901,2023-05-11,-8004882.0843,5684512.5563
1,Accident avec blessés,3/30/2022 4:00:00 AM,2022,902,2022-03-30,-8000866.1598,5687324.6072
1,Accident avec blessés,7/17/2022 4:00:00 AM,2022,903,2022-07-17,-8002675.9299,5686365.8914
1,Accident avec blessés,6/8/2022 4:00:00 AM,2022,904,2022-06-08,-8003825.6761,5685499.7809
1,Accident avec blessés,3/4/2022 5:00:00 AM,2022,905,2022-03-04,-8000473.4846,5685306.5571
1,Accident avec blessés,5/13/2022 4:00:00 AM,2022,906,2022-05-13,-8000814.2042,5687782.1663
1,Accident avec blessés,1/28/2022 5:00:00 AM,2022,907,2022-01-28,-8000455.4305,5679380.7137
1,Accident avec blessés,7/23/2022 4:00:00 AM,2022,908,2022-07-23,-8013496.0857,5676261.9133
1,Accident avec blessés,4/7/2022 4:00:00 AM,2022,909,2022-04-07,-8007523.6918,5684738.2321
1,Accident avec blessés,4/11/2022 4:00:00 AM,2022,910,2022-04-11,-8003428.4485,5684321.1386
1,Accident avec blessés,6/10/2022 4:00:00 AM,2022,911,2022-06-10,-8000979.1792,5684105.233
1,Accident avec blessés,4/26/2022 4:00:00 AM,2022,912,2022-04-26,-8003117.1263,5682594.8471
1,Accident avec blessés,4/23/2022 4:00:00 AM,2022,913,2022-04-23,-8003424.0996,5683083.0258
1,Accident avec blessés,5/17/2022 4:00:00 AM,2022,914,2022-05-17,-8003345.8229,5678800.5361
2,Accident mortel,7/22/2022 4:00:00 AM,2022,915,2022-07-22,-8004541.3834,5685278.9536
1,Accident avec blessés,7/25/2022 4:00:00 AM,2022,916,2022-07-25,-8003345.8229,5678800.5361
1,Accident avec blessés,7/17/2022 4:00:00 AM,2022,917,2022-07-17,-8000814.2042,5687782.1663
1,Accident avec blessés,6/20/2022 4:00:00 AM,2022,918,2022-06-20,-8008052.7802,5686422.3505
1,Accident avec blessés,10/21/2022 4:00:00 AM,2022,919,2022-10-21,-8000947.2783,5685990.4457
1,Accident avec blessés,7/20/2022 4:00:00 AM,2022,920,2022-07-20,-8009511.9889,5683813.7275
1,Accident avec blessés,10/17/2022 4:00:00 AM,2022,921,2022-10-17,-8006403.15,5682637.0029
1,Accident avec blessés,7/10/2023 4:00:00 AM,2023,922,2023-07-10,-8000866.1598,5687324.6072
1,Accident avec blessés,9/21/2022 4:00:00 AM,2022,923,2022-09-21,-8010889.3151,5681988.6437
1,Accident avec blessés,10/31/2023 4:00:00 AM,2023,924,2023-10-31,-8012470.8371,5693843.5155
1,Accident avec blessés,8/8/2022 4:00:00 AM,2022,925,2022-08-08,-8000814.2042,5687782.1663
1,Accident avec blessés,8/27/2024 4:00:00 AM,2024,926,2024-08-27,-8003191.1549,5680789.4593
1,Accident avec blessés,6/28/2022 4:00:00 AM,2022,927,2022-06-28,-8013552.3809,5677468.1905
1,Accident avec blessés,12/20/2022 5:00:00 AM,2022,928,2022-12-20,-8003345.8229,5678800.5361
1,Accident avec blessés,1/11/2023 5:00:00 AM,2023,929,2023-01-11,-8000810.4784,5684887.0509
1,Accident avec blessés,8/27/2024 4:00:00 AM,2024,930,2024-08-27,-8005904.3966,5682892.5928
1,Accident avec blessés,2/26/2023 5:00:00 AM,2023,931,2023-02-26,-8002000.2709,5685943.8048
1,Accident avec blessés,2/24/2023 5:00:00 AM,2023,932,2023-02-24,-8007145.5143,5682412.711
1,Accident avec blessés,5/29/2024 4:00:00 AM,2024,933,2024-05-29,-8000603.1038,5685989.2019
1,Accident avec blessés,2/2/2023 5:00:00 AM,2023,934,2023-02-02,-8000814.2042,5687782.1663
1,Accident avec blessés,1/20/2023 5:00:00 AM,2023,935,2023-01-20,-7999538.5273,5686108.6446
1,Accident avec blessés,10/14/2023 4:00:00 AM,2023,936,2023-10-14,-8005594.1407,5682629.9226
1,Accident avec blessés,9/27/2022 4:00:00 AM,2022,937,2022-09-27,-8002802.163,5683126.6367
1,Accident avec blessés,2/8/2023 5:00:00 AM,2023,938,2023-02-08,-8002119.6612,5686934.8778
1,Accident avec blessés,2/8/2023 5:00:00 AM,2023,939,2023-02-08,-8000485.0778,5685989.792
1,Accident avec blessés,2/9/2023 5:00:00 AM,2023,940,2023-02-09,-8000591.4775,5685304.541
1,Accident avec blessés,2/27/2024 5:00:00 AM,2024,941,2024-02-27,-7997691.0529,5685760.2777
1,Accident avec blessés,12/22/2023 5:00:00 AM,2023,942,2023-12-22,-8003165.3497,5685388.5816
1,Accident avec blessés,9/11/2024 4:00:00 AM,2024,943,2024-09-11,-8005904.3966,5682892.5928
1,Accident avec blessés,12/22/2022 5:00:00 AM,2022,944,2022-12-22,-8003723.1925,5684099.1648
1,Accident avec blessés,4/15/2023 4:00:00 AM,2023,945,2023-04-15,-8000530.7971,5686672.4955
1,Accident avec blessés,4/27/2023 4:00:00 AM,2023,946,2023-04-27,-8005050.6056,5685287.1304
1,Accident avec blessés,9/23/2022 4:00:00 AM,2022,947,2022-09-23,-8000587.5097,5683982.1203
1,Accident avec blessés,9/6/2023 4:00:00 AM,2023,948,2023-09-06,-8002688.5862,5683135.73700001
1,Accident avec blessés,12/12/2023 5:00:00 AM,2023,949,2023-12-12,-8000821.8008,5685302.0279
1,Accident avec blessés,12/7/2022 5:00:00 AM,2022,950,2022-12-07,-8000490.2887,5686380.667
1,Accident avec blessés,7/11/2023 4:00:00 AM,2023,951,2023-07-11,-8000591.4775,5685304.541
1,Accident avec blessés,1/26/2022 5:00:00 AM,2022,952,2022-01-26,-8000473.4846,5685306.5571
1,Accident avec blessés,9/11/2022 4:00:00 AM,2022,953,2022-09-11,-8003345.8229,5678800.5361
1,Accident avec blessés,6/20/2023 4:00:00 AM,2023,954,2023-06-20,-8000832.0957,5685990.9917
1,Accident avec blessés,10/3/2022 4:00:00 AM,2022,955,2022-10-03,-8000609.6853,5684115.836
1,Accident avec blessés,1/29/2023 5:00:00 AM,2023,956,2023-01-29,-8005201.392,5685290.1833
1,Accident avec blessés,9/28/2022 4:00:00 AM,2022,957,2022-09-28,-7997691.0529,5685760.2777
1,Accident avec blessés,10/6/2022 4:00:00 AM,2022,958,2022-10-06,-8000530.7971,5686672.4955
1,Accident avec blessés,5/15/2023 4:00:00 AM,2023,959,2023-05-15,-8002802.163,5683126.6367
1,Accident avec blessés,11/17/2022 5:00:00 AM,2022,960,2022-11-17,-8000947.2783,5685990.4457
1,Accident avec blessés,2/7/2023 5:00:00 AM,2023,961,2023-02-07,-8000581.6593,5687908.8789
1,Accident avec blessés,9/9/2022 4:00:00 AM,2022,962,2022-09-09,-8005354.9968,5685291.7573
1,Accident avec blessés,6/8/2023 4:00:00 AM,2023,963,2023-06-08,-8001050.7023,5685299.5332
1,Accident avec blessés,12/1/2022 5:00:00 AM,2022,964,2022-12-01,-8003345.8229,5678800.5361
1,Accident avec blessés,4/17/2023 4:00:00 AM,2023,965,2023-04-17,-8000530.7971,5686672.4955
1,Accident avec blessés,3/13/2024 4:00:00 AM,2024,966,2024-03-13,-8000644.898,5686607.7593
1,Accident avec blessés,9/9/2022 4:00:00 AM,2022,967,2022-09-09,-8000814.2042,5687782.1663
1,Accident avec blessés,3/14/2024 4:00:00 AM,2024,968,2024-03-14,-8005963.5359,5683992.7612
1,Accident avec blessés,6/20/2024 4:00:00 AM,2024,969,2024-06-20,-8011411.9876,5682824.8785
1,Accident avec blessés,2/11/2024 5:00:00 AM,2024,970,2024-02-11,-7998576.9886,5685674.0377
1,Accident avec blessés,2/3/2023 5:00:00 AM,2023,971,2023-02-03,-8010889.8571,5682410.8032
1,Accident avec blessés,11/21/2023 5:00:00 AM,2023,972,2023-11-21,-8005354.9968,5685291.7573
1,Accident avec blessés,7/31/2022 4:00:00 AM,2022,973,2022-07-31,-8000821.8008,5685302.0279
1,Accident avec blessés,12/12/2022 5:00:00 AM,2022,974,2022-12-12,-7998485.7093,5687356.4982
1,Accident avec blessés,5/13/2024 4:00:00 AM,2024,975,2024-05-13,-7998411.3716,5683255.8817
1,Accident avec blessés,12/6/2024 5:00:00 AM,2024,976,2024-12-06,-8000644.898,5686607.7593
1,Accident avec blessés,12/4/2024 5:00:00 AM,2024,977,2024-12-04,-8002000.2709,5685943.8048
1,Accident avec blessés,12/29/2022 5:00:00 AM,2022,978,2022-12-29,-8001589.1417,5687183.7611
1,Accident avec blessés,11/15/2023 5:00:00 AM,2023,979,2023-11-15,-8003165.3497,5685388.5816
1,Accident avec blessés,4/8/2022 4:00:00 AM,2022,980,2022-04-08,-8005363.9057,5684501.2234
1,Accident avec blessés,8/26/2023 4:00:00 AM,2023,981,2023-08-26,-8000935.5529,5685301.5066
1,Accident avec blessés,11/4/2022 4:00:00 AM,2022,982,2022-11-04,-8005960.3391,5684215.3593
1,Accident avec blessés,4/4/2023 4:00:00 AM,2023,983,2023-04-04,-8002947.3672,5686436.8099
1,Accident avec blessés,6/14/2022 4:00:00 AM,2022,984,2022-06-14,-8003345.8229,5678800.5361
1,Accident avec blessés,10/4/2024 4:00:00 AM,2024,985,2024-10-04,-8005963.5359,5683992.7612
1,Accident avec blessés,10/4/2024 4:00:00 AM,2024,986,2024-10-04,-8014364.7567,5678680.5391
1,Accident avec blessés,11/11/2022 5:00:00 AM,2022,987,2022-11-11,-8003150.8863,5680185.5444
1,Accident avec blessés,7/31/2024 4:00:00 AM,2024,988,2024-07-31,-8002817.5072,5683852.4341
1,Accident avec blessés,10/21/2022 4:00:00 AM,2022,989,2022-10-21,-8002675.9299,5686365.8914
1,Accident avec blessés,8/14/2022 4:00:00 AM,2022,990,2022-08-14,-8000490.2887,5686380.667
1,Accident avec blessés,9/22/2022 4:00:00 AM,2022,991,2022-09-22,-8000490.2887,5686380.667
1,Accident avec blessés,2/23/2024 5:00:00 AM,2024,992,2024-02-23,-7998515.1274,5686225.8407
1,Accident avec blessés,12/31/2022 5:00:00 AM,2022,993,2022-12-31,-7998485.7093,5687356.4982
1,Accident avec blessés,2/27/2023 5:00:00 AM,2023,994,2023-02-27,-8004774.9959,5687910.4133
1,Accident avec blessés,12/6/2024 5:00:00 AM,2024,995,2024-12-06,-8002100.492,5685485.4987
1,Accident avec blessés,10/28/2023 4:00:00 AM,2023,996,2023-10-28,-8000814.2042,5687782.1663
1,Accident avec blessés,6/26/2023 4:00:00 AM,2023,997,2023-06-26,-7998576.9886,5685674.0377
1,Accident avec blessés,11/23/2023 5:00:00 AM,2023,998,2023-11-23,-7998467.6348,5680841.764
1,Accident avec blessés,12/7/2024 5:00:00 AM,2024,999,2024-12-07,-8000821.8008,5685302.0279
1,Accident avec blessés,8/17/2023 4:00:00 AM,2023,1000,2023-08-17,-8000591.4775,5685304.541
1,Accident avec blessés,8/25/2024 4:00:00 AM,2024,1001,2024-08-25,-8006071.9716,5682882.4961
1,Accident avec blessés,12/8/2023 5:00:00 AM,2023,1002,2023-12-08,-8011652.1564,5683366.787
1,Accident avec blessés,9/2/2023 4:00:00 AM,2023,1003,2023-09-02,-8003191.1549,5680789.4593
1,Accident avec blessés,5/23/2024 4:00:00 AM,2024,1004,2024-05-23,-8009127.6392,5685294.3702
1,Accident avec blessés,5/7/2023 4:00:00 AM,2023,1005,2023-05-07,-8006418.4896,5682862.0916
1,Accident avec blessés,12/29/2023 5:00:00 AM,2023,1006,2023-12-29,-8003191.1549,5680789.4593
1,Accident avec blessés,6/14/2023 4:00:00 AM,2023,1007,2023-06-14,-8002802.163,5683126.6367
1,Accident avec blessés,5/31/2023 4:00:00 AM,2023,1008,2023-05-31,-8003268.2251,5682207.1258
1,Accident avec blessés,2/13/2024 5:00:00 AM,2024,1009,2024-02-13,-7998576.9886,5685674.0377
1,Accident avec blessés,12/23/2022 5:00:00 AM,2022,1010,2022-12-23,-8003424.0996,5683083.0258
1,Accident avec blessés,3/2/2023 5:00:00 AM,2023,1011,2023-03-02,-8013614.7129,5677535.4596
1,Accident avec blessés,10/20/2023 4:00:00 AM,2023,1012,2023-10-20,-8000603.1038,5685989.2019
1,Accident avec blessés,8/25/2022 4:00:00 AM,2022,1013,2022-08-25,-8002000.2709,5685943.8048
1,Accident avec blessés,9/25/2022 4:00:00 AM,2022,1014,2022-09-25,-8000530.7971,5686672.4955
1,Accident avec blessés,7/29/2022 4:00:00 AM,2022,1015,2022-07-29,-8000821.8008,5685302.0279
1,Accident avec blessés,12/21/2023 5:00:00 AM,2023,1016,2023-12-21,-8000723.556,5686382.3866
1,Accident avec blessés,9/5/2024 4:00:00 AM,2024,1017,2024-09-05,-8001618.8037,5685258.3873
1,Accident avec blessés,11/28/2023 5:00:00 AM,2023,1018,2023-11-28,-8002478.7086,5683745.6088
1,Accident avec blessés,12/7/2022 5:00:00 AM,2022,1019,2022-12-07,-8001456.8082,5687180.3292
1,Accident avec blessés,4/30/2024 4:00:00 AM,2024,1020,2024-04-30,-8005960.3391,5684215.3593
1,Accident avec blessés,4/23/2024 4:00:00 AM,2024,1021,2024-04-23,-8000832.0957,5685990.9917
1,Accident avec blessés,2/8/2023 5:00:00 AM,2023,1022,2023-02-08,-8013541.908,5680295.5974
1,Accident avec blessés,1/12/2023 5:00:00 AM,2023,1023,2023-01-12,-8007154.1807,5682821.9085
1,Accident avec blessés,11/2/2022 4:00:00 AM,2022,1024,2022-11-02,-8009125.0714,5685071.8485
1,Accident avec blessés,1/9/2024 5:00:00 AM,2024,1025,2024-01-09,-8000952.3988,5686458.3753
1,Accident avec blessés,9/22/2023 4:00:00 AM,2023,1026,2023-09-22,-8004541.3834,5685278.9536
1,Accident avec blessés,9/24/2023 4:00:00 AM,2023,1027,2023-09-24,-8007653.2704,5682667.513
1,Accident avec blessés,6/20/2022 4:00:00 AM,2022,1028,2022-06-20,-8008327.425,5683960.6108
1,Accident avec blessés,6/2/2023 4:00:00 AM,2023,1029,2023-06-02,-8000455.9953,5682934.5027
1,Accident avec blessés,6/28/2024 4:00:00 AM,2024,1030,2024-06-28,-8007773.2754,5685340.1143
1,Accident avec blessés,10/20/2023 4:00:00 AM,2023,1031,2023-10-20,-8009059.0556,5685752.175
1,Accident avec blessés,11/30/2023 5:00:00 AM,2023,1032,2023-11-30,-8002918.6067,5683118.9116
1,Accident avec blessés,5/25/2023 4:00:00 AM,2023,1033,2023-05-25,-8012642.0816,5684010.4754
1,Accident avec blessés,3/8/2022 5:00:00 AM,2022,1034,2022-03-08,-8012675.4539,5674347.4043
1,Accident avec blessés,6/3/2023 4:00:00 AM,2023,1035,2023-06-03,-8000603.1038,5685989.2019
1,Accident avec blessés,10/20/2024 4:00:00 AM,2024,1036,2024-10-20,-8014362.6738,5678567.9488
1,Accident avec blessés,3/14/2024 4:00:00 AM,2024,1037,2024-03-14,-8004729.0412,5686173.1203
1,Accident avec blessés,3/14/2024 4:00:00 AM,2024,1038,2024-03-14,-8002100.492,5685485.4987
1,Accident avec blessés,5/1/2023 4:00:00 AM,2023,1039,2023-05-01,-8007766.9619,5682665.4796
1,Accident avec blessés,3/17/2023 4:00:00 AM,2023,1040,2023-03-17,-8000810.4784,5684887.0509
1,Accident avec blessés,12/16/2024 5:00:00 AM,2024,1041,2024-12-16,-8007766.9619,5682665.4796
1,Accident avec blessés,6/14/2022 4:00:00 AM,2022,1042,2022-06-14,-8005192.1109,5687767.4982
1,Accident avec blessés,10/7/2023 4:00:00 AM,2023,1043,2023-10-07,-8000979.1792,5684105.233
1,Accident avec blessés,5/23/2024 4:00:00 AM,2024,1044,2024-05-23,-8003447.5689,5683700.2638
1,Accident avec blessés,4/28/2024 4:00:00 AM,2024,1045,2024-04-28,-8010929.6649,5685156.085
1,Accident avec blessés,8/7/2024 4:00:00 AM,2024,1046,2024-08-07,-8006912.3987,5682655.0547
1,Accident avec blessés,8/25/2022 4:00:00 AM,2022,1047,2022-08-25,-8011315.4702,5677043.2308
1,Accident avec blessés,1/6/2022 5:00:00 AM,2022,1048,2022-01-06,-8007997.5172,5676769.714
1,Accident avec blessés,11/26/2023 5:00:00 AM,2023,1049,2023-11-26,-8000935.5529,5685301.5066
1,Accident avec blessés,9/30/2023 4:00:00 AM,2023,1050,2023-09-30,-8000603.1038,5685989.2019
1,Accident avec blessés,11/13/2023 5:00:00 AM,2023,1051,2023-11-13,-8003428.4411,5685800.6253
1,Accident avec blessés,12/4/2023 5:00:00 AM,2023,1052,2023-12-04,-8003428.4411,5685800.6253
1,Accident avec blessés,9/11/2024 4:00:00 AM,2024,1053,2024-09-11,-8001500.2314,5686142.1891
1,Accident avec blessés,3/29/2023 4:00:00 AM,2023,1054,2023-03-29,-8002000.2709,5685943.8048
1,Accident avec blessés,10/31/2023 4:00:00 AM,2023,1055,2023-10-31,-8006943.1799,5683109.5142
1,Accident avec blessés,3/27/2023 4:00:00 AM,2023,1056,2023-03-27,-8004208.5196,5683063.6321
1,Accident avec blessés,9/8/2023 4:00:00 AM,2023,1057,2023-09-08,-8009119.9573,5684786.6051
1,Accident avec blessés,8/10/2023 4:00:00 AM,2023,1058,2023-08-10,-7999327.6441,5682791.0919
1,Accident avec blessés,9/22/2023 4:00:00 AM,2023,1059,2023-09-22,-8012717.9601,5677289.7467
1,Accident avec blessés,9/11/2023 4:00:00 AM,2023,1060,2023-09-11,-8011699.1261,5677515.1684
1,Accident avec blessés,1/16/2024 5:00:00 AM,2024,1061,2024-01-16,-8000490.2887,5686380.667
1,Accident avec blessés,5/19/2024 4:00:00 AM,2024,1062,2024-05-19,-8007997.5172,5676769.714
1,Accident avec blessés,6/26/2023 4:00:00 AM,2023,1063,2023-06-26,-8010929.6649,5685156.085
1,Accident avec blessés,4/13/2022 4:00:00 AM,2022,1064,2022-04-13,-8002873.3082,5686348.1999
1,Accident avec blessés,10/14/2024 4:00:00 AM,2024,1065,2024-10-14,-8003191.1549,5680789.4593
1,Accident avec blessés,6/1/2024 4:00:00 AM,2024,1066,2024-06-01,-8000603.1038,5685989.2019
1,Accident avec blessés,10/3/2023 4:00:00 AM,2023,1067,2023-10-03,-8000490.2887,5686380.667
1,Accident avec blessés,10/31/2024 4:00:00 AM,2024,1068,2024-10-31,-8000703.8081,5685304.047
1,Accident avec blessés,10/11/2024 4:00:00 AM,2024,1069,2024-10-11,-8007978.5863,5681935.7226
1,Accident avec blessés,7/4/2024 4:00:00 AM,2024,1070,2024-07-04,-7999315.1132,5687198.3436
1,Accident avec blessés,9/17/2024 4:00:00 AM,2024,1071,2024-09-17,-8006071.9716,5682882.4961
1,Accident avec blessés,12/14/2024 5:00:00 AM,2024,1072,2024-12-14,-8006885.4142,5698340.1083
1,Accident avec blessés,4/6/2024 4:00:00 AM,2024,1073,2024-04-06,-8000746.4919,5686560.3593
1,Accident avec blessés,12/19/2024 5:00:00 AM,2024,1074,2024-12-19,-8002918.6067,5683118.9116
1,Accident avec blessés,3/11/2022 5:00:00 AM,2022,1075,2022-03-11,-8000603.1038,5685989.2019
1,Accident avec blessés,3/12/2022 5:00:00 AM,2022,1076,2022-03-12,-8005050.6056,5685287.1304
1,Accident avec blessés,6/3/2024 4:00:00 AM,2024,1077,2024-06-03,-8002918.6067,5683118.9116
1,Accident avec blessés,5/11/2024 4:00:00 AM,2024,1078,2024-05-11,-8001177.6919,5685992.2022
1,Accident avec blessés,7/19/2024 4:00:00 AM,2024,1079,2024-07-19,-8005611.1852,5682953.4012
1,Accident avec blessés,10/21/2024 4:00:00 AM,2024,1080,2024-10-21,-8009317.2964,5682472.1551
1,Accident avec blessés,6/28/2024 4:00:00 AM,2024,1081,2024-06-28,-8002100.492,5685485.4987
1,Accident avec blessés,10/4/2024 4:00:00 AM,2024,1082,2024-10-04,-8000473.4846,5685306.5571
1,Accident avec blessés,12/25/2024 5:00:00 AM,2024,1083,2024-12-25,-8004394.8619,5685275.8148
1,Accident avec blessés,10/28/2022 4:00:00 AM,2022,1084,2022-10-28,-8003020.006,5686525.4448
1,Accident avec blessés,1/5/2023 5:00:00 AM,2023,1085,2023-01-05,-8005204.6214,5682954.8627
1,Accident avec blessés,1/30/2024 5:00:00 AM,2024,1086,2024-01-30,-8007766.9619,5682665.4796
1,Accident avec blessés,10/29/2024 4:00:00 AM,2024,1087,2024-10-29,-8000490.2887,5686380.667
